Полный адрес,Адрес ТП,Источник теплоснабжения,Балансодержатель,UNOM,ЦТП,Вид ТП,№ ОДС,geoData,geodata_center,id_administration,id_Municipal,ID ODS
"город Москва, Утренняя улица, дом 18А","Утренняя ул., д.14, корп.2, стр.2",ТЭЦ №22,ПАО «МОЭК»,2122299.0,04-04-0224/005,ЦТП,,"{coordinates=[[[37.797402203, 55.747725159], [37.797471339, 55.74760284], [37.797334204, 55.747578022], [37.797321628, 55.74759961], [37.796919618, 55.747527539], [37.796938665, 55.747495898], [37.796787286, 55.747482341], [37.796722903, 55.747601505], [37.796988402, 55.747649814], [37.797231581, 55.747694136], [37.797402203, 55.747725159]]], type=Polygon}","{coordinates=[37.797158692, 55.747626327], type=Point}",1.0,2.0,
"город Москва, Утренняя улица, дом 12","Утренняя ул., д.12",ТЭЦ №22,ПАО «МОЭК»,2122230.0,04-04-0224/004,ЦТП,,"{coordinates=[[[37.792064822, 55.747736085], [37.792989406, 55.747902824], [37.793049918, 55.747796694], [37.792705462, 55.747734606], [37.792724773, 55.747702482], [37.792702835, 55.747698723], [37.792775003, 55.747553944], [37.792869078, 55.747570785], [37.792859672, 55.747590567], [37.792936214, 55.747604756], [37.792945633, 55.74758677], [37.793251773, 55.74763993], [37.793328709, 55.747504571], [37.792871393, 55.747421247], [37.792901811, 55.747367565], [37.792770217, 55.747346205], [37.792739249, 55.747397037], [37.79229878, 55.747316532], [37.792214833, 55.747449054], [37.792524956, 55.747506488], [37.792514713, 55.747523643], [37.792588567, 55.747537322], [37.792598013, 55.74752293], [37.792700059, 55.74754065], [37.792627891, 55.747684979], [37.792607163, 55.747681436], [37.79258909, 55.747713364], [37.792124244, 55.747629729], [37.792064822, 55.747736085]]], type=Polygon}","{coordinates=[37.793192895, 55.747617243], type=Point}",1.0,2.0,
"город Москва, Погонный проезд, дом 1Г","Погонный пр., д.1Г",ТЭЦ №23,ПАО «МОЭК»,2600001.0,04-01-0611/031,ИТП,,"{coordinates=[[[37.699548016, 55.819048987], [37.699613726, 55.819089053], [37.699587664, 55.81910274], [37.699566722, 55.819090243], [37.699524153, 55.819112696], [37.699587801, 55.819151959], [37.69963037, 55.819129506], [37.699613714, 55.819119301], [37.699640058, 55.819105108], [37.699677889, 55.819128175], [37.699642733, 55.81914645], [37.699844049, 55.819269183], [37.699879205, 55.8192509], [37.699921196, 55.819276503], [37.699897617, 55.819289407], [37.699879448, 55.819279146], [37.699834365, 55.819303377], [37.699897317, 55.819342037], [37.699941704, 55.819317204], [37.699923228, 55.819305525], [37.699947674, 55.819292647], [37.700009078, 55.819330088], [37.700163784, 55.81924965], [37.700029163, 55.819167574], [37.700048397, 55.819157504], [37.700062572, 55.819166198], [37.700106398, 55.819142857], [37.700051179, 55.819106936], [37.700005747, 55.819130865], [37.700020698, 55.819139683], [37.700000843, 55.819150306], [37.699968974, 55.819130877], [37.699997096, 55.819116257], [37.699925668, 55.819072703], [37.699897531, 55.819087332], [37.699869302, 55.819070121], [37.699892653, 55.819058176], [37.699906847, 55.81906637], [37.699951742, 55.819042637], [37.699894222, 55.819006701], [37.699848257, 55.819030827], [37.699865573, 55.8190412], [37.699841407, 55.819053113], [37.699702722, 55.818968558], [37.699548016, 55.819048987]]], type=Polygon}","{coordinates=[37.69987021, 55.819154731], type=Point}",1.0,1.0,
"город Москва, Погонный проезд, дом 5, строение 1","Погонный пр., д.5, стр.2",ТЭЦ №23,ПАО «МОЭК»,20125.0,04-01-0611/021,ЦТП,,"{coordinates=[[[37.704725392, 55.821900571], [37.70471868, 55.821779682], [37.704720538, 55.821747734], [37.704621759, 55.821747617], [37.704505753, 55.821745812], [37.704505933, 55.821780036], [37.70462953, 55.821779829], [37.704624094, 55.821901881], [37.704064906, 55.821908511], [37.704065144, 55.821954138], [37.704038798, 55.821954181], [37.704038585, 55.822008948], [37.704067457, 55.822008901], [37.704067672, 55.822049949], [37.704464779, 55.822046167], [37.704632944, 55.822044449], [37.704633239, 55.822100338], [37.704758861, 55.822100129], [37.704758569, 55.822044239], [37.704959164, 55.822043905], [37.704956868, 55.821992581], [37.704977121, 55.821992547], [37.704978884, 55.821942076], [37.70495863, 55.821942389], [37.704954351, 55.82189905], [37.704725392, 55.821900571]]], type=Polygon}","{coordinates=[37.704510968, 55.821925293], type=Point}",1.0,1.0,
"город Москва, Борисовская улица, дом 26А","Фортунатовская ул., д.1, корп.6",ТЭЦ №23,ПАО «МОЭК»,2116025.0,04-02-0609/002,ЦТП,,"{coordinates=[[[37.736262911, 55.792289725], [37.736492202, 55.792299386], [37.736507373, 55.792203703], [37.736445344, 55.792201132], [37.736468884, 55.79209459], [37.736227537, 55.792085908], [37.73623015, 55.792066167], [37.736059324, 55.79205898], [37.736039327, 55.792209875], [37.736210154, 55.792217062], [37.736213649, 55.792190606], [37.736275726, 55.792193426], [37.736262911, 55.792289725]]], type=Polygon}","{coordinates=[37.73625326, 55.792142598], type=Point}",1.0,8.0,
"город Москва, Сиреневый бульвар, дом 30","Сиреневый бульв., д.30",ТЭЦ №23,ПАО «МОЭК»,2115727.0,04-05-0604/241,ИТП,,"{coordinates=[[[37.801930214, 55.802290646], [37.801690704, 55.802286094], [37.801683096, 55.802413873], [37.802080066, 55.802421171], [37.80207695, 55.802473358], [37.802131619, 55.802474364], [37.802134764, 55.802422177], [37.802552016, 55.802429993], [37.802559621, 55.802302213], [37.801930214, 55.802290646]]], type=Polygon}","{coordinates=[37.802121359, 55.802358043], type=Point}",1.0,7.0,
"город Москва, Потешная улица, дом 3, корпус 9","Потешная ул., д.3, корп.5",ТЭЦ №23,ПАО «МОЭК»,2114479.0,04-01-0608/014,ЦТП,,"{coordinates=[[[37.701059647, 55.798614222], [37.701143392, 55.798620821], [37.701191247, 55.798624783], [37.701482361, 55.798648557], [37.701529418, 55.798652523], [37.701624328, 55.798660001], [37.701653241, 55.798546785], [37.701563117, 55.798539747], [37.701570941, 55.798510992], [37.701523883, 55.798507029], [37.701515262, 55.798535783], [37.701228138, 55.798512452], [37.701237524, 55.798477409], [37.701182492, 55.798473008], [37.701173104, 55.798508052], [37.701088561, 55.798501005], [37.701059647, 55.798614222]]], type=Polygon}","{coordinates=[37.701356444, 55.798580503], type=Point}",1.0,9.0,
"город Москва, Потешная улица, дом 5А","Потешная ул., д.5А",ТЭЦ №23,ПАО «МОЭК»,2109427.0,04-01-0608/048,ИТП,,"{coordinates=[[[37.701392463, 55.801619839], [37.701444324, 55.801626491], [37.701491392, 55.801632251], [37.701559218, 55.801642919], [37.701563934, 55.801629438], [37.701725093, 55.801649831], [37.701747148, 55.801597702], [37.701755823, 55.801579275], [37.701781781, 55.801511421], [37.701663719, 55.80149904], [37.701740052, 55.801304911], [37.701858125, 55.801319088], [37.70188957, 55.801232813], [37.701914775, 55.801173492], [37.701759204, 55.801153988], [37.70176866, 55.801132416], [37.70177652, 55.801110848], [37.701735036, 55.801105975], [37.701727176, 55.801127544], [37.701596345, 55.801112939], [37.701448358, 55.80148143], [37.701445209, 55.80148907], [37.701426322, 55.801537153], [37.701423172, 55.801544792], [37.701409, 55.801579844], [37.701392463, 55.801619839]]], type=Polygon}","{coordinates=[37.701591759, 55.801400259], type=Point}",1.0,9.0,
"город Москва, улица Молостовых, дом 7А","Прокатная ул., д.5Б, стр.1",ТЭЦ №22,ПАО «МОЭК»,2122270.0,04-07-0222/053,ЦТП,,"{coordinates=[[[37.833153579, 55.760557452], [37.833147191, 55.760402902], [37.833198274, 55.760402764], [37.833198005, 55.76037111], [37.833145925, 55.760371251], [37.833141398, 55.760256343], [37.83314899, 55.760256321], [37.833189434, 55.760256213], [37.83318908, 55.760214865], [37.833135477, 55.76021501], [37.833129726, 55.760073291], [37.833061297, 55.760074589], [37.83306049, 55.760054651], [37.832987545, 55.760055747], [37.832988349, 55.760075325], [37.83291785, 55.760076147], [37.832926205, 55.760286011], [37.832815964, 55.76028831], [37.83281947, 55.76034191], [37.832928184, 55.760339616], [37.832937128, 55.760560319], [37.832942482, 55.760593671], [37.83298495, 55.760593557], [37.832984661, 55.760559621], [37.833153579, 55.760557452]]], type=Polygon}","{coordinates=[37.832980655, 55.760313963], type=Point}",1.0,10.0,
"город Москва, проспект Будённого, дом 15А","просп. Будённого, д.15А",ТЭЦ №11,ПАО «МОЭК»,2502413.0,04-02-0409/022,ИТП,,"{coordinates=[[[37.724513728, 55.775899177], [37.724696307, 55.775920006], [37.724701161, 55.775905774], [37.724846338, 55.775923562], [37.724840434, 55.775937172], [37.725440152, 55.776004861], [37.725489565, 55.775867221], [37.725445919, 55.775861947], [37.725438408, 55.775835392], [37.725433071, 55.775826519], [37.725424801, 55.775818353], [37.725400861, 55.775803959], [37.725372779, 55.775793062], [37.725338546, 55.775785755], [37.725365632, 55.775705162], [37.72519661, 55.77568335], [37.725308304, 55.775422835], [37.725259076, 55.775398668], [37.725270744, 55.77538992], [37.72528573, 55.775372014], [37.725289032, 55.775361373], [37.72528935, 55.775345514], [37.725399233, 55.775358437], [37.725448531, 55.775205456], [37.725202762, 55.775176026], [37.725197725, 55.775199741], [37.725111014, 55.775184833], [37.725118199, 55.775159195], [37.724678377, 55.775041626], [37.724549354, 55.775199893], [37.724814657, 55.775269001], [37.724866309, 55.775270942], [37.724854832, 55.775300427], [37.72485315, 55.775319427], [37.724864762, 55.775338041], [37.724879125, 55.775353335], [37.724899653, 55.77536652], [37.724919521, 55.775375175], [37.724942472, 55.775382776], [37.725016523, 55.775399639], [37.72498132, 55.775471716], [37.724935158, 55.775461655], [37.724880703, 55.775541805], [37.724923302, 55.775551005], [37.724862945, 55.775644765], [37.72468798, 55.775615475], [37.724544833, 55.775818398], [37.724513728, 55.775899177]]], type=Polygon}","{coordinates=[37.725088417, 55.775506761], type=Point}",1.0,8.0,
"город Москва, проспект Будённого, дом 27А","просп. Будённого, д.27А",ТЭЦ №11,ПАО «МОЭК»,2504004.0,04-02-0409/052,ИТП,,"{coordinates=[[[37.730551772, 55.769426281], [37.730641735, 55.769326319], [37.730679247, 55.769337046], [37.730767769, 55.769238686], [37.730730537, 55.769228441], [37.730754182, 55.769202169], [37.730645627, 55.769171123], [37.730660044, 55.769155103], [37.730510003, 55.76911219], [37.730495584, 55.76912821], [37.73040862, 55.769104143], [37.730289245, 55.769236785], [37.730270702, 55.769231582], [37.730243381, 55.769261939], [37.730262137, 55.769267303], [37.730207931, 55.769327136], [37.730231765, 55.769334008], [37.730219547, 55.769347579], [37.730295989, 55.769369442], [37.730307787, 55.769355929], [37.730551772, 55.769426281]]], type=Polygon}","{coordinates=[37.730498593, 55.769264621], type=Point}",1.0,8.0,
"город Москва, Реутовская улица, дом 22Б","Реутовская ул., д.16, стр.3",ТЭЦ №22,ПАО «МОЭК»,2122251.0,04-04-0212/028,ЦТП,,"{coordinates=[[[37.837171373, 55.733841847], [37.837170292, 55.733831868], [37.83708423, 55.733113468], [37.836835654, 55.733122992], [37.83685309, 55.73326667], [37.83688412, 55.733526948], [37.83676437, 55.733531552], [37.836627462, 55.733536778], [37.836620398, 55.733478337], [37.83654158, 55.733481403], [37.836337445, 55.733489093], [37.836252566, 55.733492461], [37.835961563, 55.733503525], [37.835992026, 55.733756102], [37.83599368, 55.733771496], [37.835995854, 55.733789172], [37.835996957, 55.733798296], [37.836115158, 55.733793977], [37.8361854, 55.733791219], [37.836205599, 55.73379031], [37.836248057, 55.733788768], [37.836265214, 55.733788151], [37.83628038, 55.733787539], [37.836318267, 55.73378601], [37.836656793, 55.733773105], [37.836642633, 55.733655938], [37.83664098, 55.73364083], [37.836639905, 55.733631421], [37.836638805, 55.733622868], [37.836635007, 55.733589797], [37.836800725, 55.733583356], [37.836890143, 55.733579971], [37.836922794, 55.733851366], [37.837171373, 55.733841847]]], type=Polygon}","{coordinates=[37.837003958, 55.733485248], type=Point}",1.0,5.0,
"город Москва, Рубцовско-Дворцовая улица, дом 1/3, корпус 5","Рубцовско-Дворцовая ул., д.1/3, корп.17",ТЭЦ №23,ПАО «МОЭК»,2109543.0,04-02-0608/099-1,ЦТП,,"{coordinates=[[[37.697551135, 55.788089796], [37.697914419, 55.788058674], [37.69781048, 55.787679814], [37.697632021, 55.787694023], [37.697593779, 55.787697228], [37.697447191, 55.78770914], [37.697482848, 55.787825844], [37.69754658, 55.787819903], [37.69758555, 55.787960854], [37.697515449, 55.787967702], [37.697551135, 55.788089796]]], type=Polygon}","{coordinates=[37.697717974, 55.787893349], type=Point}",1.0,16.0,
"город Москва, Рубцовско-Дворцовая улица, дом 1/3, корпус 9","Рубцовско-Дворцовая ул., д.1/3, стр.13",ТЭЦ №23,ПАО «МОЭК»,2109538.0,04-02-0608/099,ЦТП,,"{coordinates=[[[37.693523036, 55.788581213], [37.693659812, 55.788518126], [37.693343053, 55.788288695], [37.692759942, 55.78786792], [37.692740747, 55.787854028], [37.692650361, 55.787788604], [37.692502899, 55.78768201], [37.692360924, 55.787743815], [37.692825573, 55.788078892], [37.692764306, 55.788105928], [37.693005716, 55.788279998], [37.693067593, 55.788253459], [37.693254275, 55.788387632], [37.69336226, 55.788465603], [37.693523036, 55.788581213]]], type=Polygon}","{coordinates=[37.693029303, 55.788179693], type=Point}",1.0,16.0,
"город Москва, Салтыковская улица, дом 13В","Салтыковская ул., д.11, корп.1, стр.1",РТС Перово,ПАО «МОЭК»,2401674.0,04-09-304,ЦТП,,"{coordinates=[[[37.86157919, 55.737294877], [37.861713864, 55.737208361], [37.86160063, 55.737152229], [37.861652868, 55.737118709], [37.861679794, 55.737132032], [37.861739078, 55.73709393], [37.861773094, 55.737110657], [37.861855992, 55.73705737], [37.861814353, 55.737036673], [37.861868134, 55.737002009], [37.86184833, 55.736992089], [37.861908109, 55.736953697], [37.862013751, 55.737006145], [37.862144872, 55.736922203], [37.861811768, 55.736757215], [37.861676106, 55.736844305], [37.861786308, 55.73689902], [37.861732029, 55.736933687], [37.861710697, 55.736923197], [37.861650423, 55.736961872], [37.861621469, 55.7369477], [37.861550129, 55.736993537], [37.861584147, 55.737010547], [37.861515309, 55.737054667], [37.861541705, 55.737067706], [37.861493485, 55.737098644], [37.861387344, 55.737045917], [37.861252174, 55.73713272], [37.86157919, 55.737294877]]], type=Polygon}","{coordinates=[37.861699193, 55.73702361], type=Point}",1.0,11.0,
"город Москва, Салтыковская улица, дом 20","Салтыковская ул., вл.18А, стр.1",РТС Перово,ПАО «МОЭК»,2401619.0,04-09-001,ЦТП,,"{coordinates=[[[37.884569936, 55.745272352], [37.884653491, 55.745236443], [37.884496132, 55.745120015], [37.884453871, 55.745088781], [37.884364744, 55.745022897], [37.88434081, 55.74500529], [37.884242008, 55.744932314], [37.884147371, 55.744973388], [37.884103084, 55.74499235], [37.884044185, 55.74501791], [37.883964131, 55.745052385], [37.883893646, 55.745082831], [37.883865139, 55.745061817], [37.883850029, 55.745068425], [37.883820826, 55.745081068], [37.883808747, 55.745086236], [37.883798685, 55.745090829], [37.88378862, 55.745095141], [37.883755881, 55.745108645], [37.883702017, 55.745131058], [37.883922503, 55.745291488], [37.883983335, 55.745335952], [37.884175064, 55.745474923], [37.88418866, 55.745469171], [37.884337649, 55.745404831], [37.884310173, 55.745384384], [37.884394223, 55.745348185], [37.884453651, 55.745322625], [37.88453519, 55.745287292], [37.884569936, 55.745272352]]], type=Polygon}","{coordinates=[37.884178354, 55.745183751], type=Point}",1.0,11.0,
